Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription
437,1935,11,25,10,3,3,2,1,6.5,,,0,INDONESIA,CELEBESNanSEA,5.5,94,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1935,12,18,7,10,36,0,1,6,,,0,CHINA,SICHUANNanPROVINCE,28.7,103.6,,1,,,,,,,,,,,,,,,,100,2,,,,,,2,,3,,
439,1935,12,28,2,35,0,1,1,7.9,,,0,INDONESIA,SW.NanSUMATRA,0.001,98.25,,0,,,,,,,,,,,,,,,,,,,,,1,,2,,2,,
440,1936,2,2,,,,1,9,,,,0,NEWNanZEALAND,"GOOSENanBAY,NanSOUTHNanISLAND",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1936,2,25,,,,1,0,,,,0,NAURU,"NAURU,NanOCEANNanISLAND",-0.5,166.9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1936,4,1,2,9,15,4,1,7.7,,,0,INDONESIA,SULAWESI,4.5,126.5,3,2,,1.5,2,,,,,,,,,,,,,,,,,3,1,,2,169,3,,
443,1936,7,13,11,12,15,4,1,7.3,,,0,CHILE,NORTHERNNanCHILE,-24.5,-70,1,3,,,0.5,,,,,,,,,,,,,1,1,,,40,1,,2,,3,,
444,1936,8,23,21,12,13,2,1,7.3,,,0,INDONESIA,OFFNanNORTHWESTNanCOAST,6.1,94.7,,0,,,,,,,,,,,,,,,,9,1,,,20,1,,2,,,,
445,1936,9,13,,,,4,8,,,,0,NORWAY,LOEN,61.87,6.851,74,5,,,,73,2,,,,,,1,,,,,73,2,,,,,,1,,,,
446,1936,10,27,15,50,0,4,8,,,,0,USA,"LITUYANanBAY,NanAK",58.6,-137.1,149.35,1,,5.6,4,,,,,,,,1,2,1,,,,,,,,,,,,,,
447,1936,11,2,20,46,0,4,1,7.7,,,0,JAPAN,SANRIKU,38.2,142.2,0.7,11,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
448,1936,11,13,12,31,,2,1,7.3,,,0,RUSSIA,KAMCHATKA,55.2,164,13,1,,3.7,2,,,,,,,,,,,,,,,,,,,,,,,,
449,1936,,,,,,3,0,,,,0,NEWNanCALEDONIA,NEWNanCALEDONIA,-20.5,165,2.2,2,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
450,1937,5,29,,,,4,6,,1346,,1,PAPUANanNEWNanGUINEA,RABAUL,-4.271,152.203,2.5,4,,1.3,1.5,,1,,,,,,1,,,,,507,3,,,,,,1,,1,,
451,1937,8,20,11,59,16,3,1,7.5,,,0,PHILIPPINES,W.NanLUZONNanISLAND,14.5,121.5,,2,,0.5,1,,,,,,,,,,,,,1,1,,,,3,,3,,3,,
452,1937,9,21,21,2,0,3,1,5.7,,,0,RUSSIA,KAMCHATKA,56,162.5,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,
453,1937,9,21,,,,-1,0,5.8,,,0,USA,"BERINGNanSEA,NanAK",58,-165,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,
454,1937,9,22,,,,1,0,5.8,,,0,RUSSIA,KAMCHATKA,58,165,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1937,11,6,,,,2,1,6,,,0,INDONESIA,BANDANanSEA,-3,132.3,0.5,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
456,1938,1,28,,,,0,6,,1682,,0,CONGO,NYAMURAGIRA,-1.408,29.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1938,2,1,19,4,22,4,1,8.6,,,0,INDONESIA,BANDANanSEA,-5.045,131.614,1,5,,1,1.5,,,,,,,,2,24,1,8,1,,,,,,,,2,24,1,8,1
458,1938,2,6,5,0,,2,0,,,,0,AUSTRALIA,"BONDINanBEACH,NanSYDNEY",,,,2,,,,5,1,,,35,1,,,,,,,5,1,,,35,1,,,,,,
459,1938,2,13,,,,2,1,6,,,0,INDONESIA,BANDANanSEA,-3,132.3,0.5,1,,,-0.5,,,,,,,,,,,,,,,,,,,,1,,,,
460,1938,3,6,1,56,,1,1,,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-5.1,153.1,0.03,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
461,1938,3,22,15,22,0,-1,1,6.3,,,0,CANADA,BRITISHNanCOLUMBIA,52.2,-131.9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1938,3,,,,,2,8,,,,0,NORWAY,WESTERNNanNORWAY,62.333,6.967,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,
463,1938,5,12,15,38,57,3,1,7.5,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6,147.8,,1,,1,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,1
464,1938,5,19,17,8,21,4,1,7.6,,,0,INDONESIA,MAKASSARNanSTRAIT,-1,120,3,6,,1.6,,17,1,,,,,,1,,,,,17,1,,,,,,3,942,3,,
465,1938,5,23,7,18,,4,1,7.1,,,0,JAPAN,JAPANNanTRENCH,36.7,141.4,0.83,7,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
466,1938,5,28,16,42,,4,1,6.1,,,0,JAPAN,E.NanHOKKAIDONanISLAND,43.6,144.3,0.9,2,,-0.1,,1,1,,,,,,1,7,1,,,1,1,,,,,,1,7,1,,
467,1938,6,10,9,53,44.6,4,1,7.6,,,0,JAPAN,RYUKYUNanISLANDS,25.321,125.115,1.5,1,,0.6,0,,,,,,,,1,,,,,,,,,,,,1,,,,
468,1938,7,13,,,,0,9,,,,0,USA,"HOLLAND,NanMICHIGAN",,,,0,,,,5,1,,,,,,,,,,,5,1,,,,,,,,,,
469,1938,9,21,,,,1,9,,,,0,USA,NEWNanJERSEYNanCOAST,39.95,-74.12,,1,,,,,,,,,,1.31,2,,,,,,,,,,,,,,,,
470,1938,11,5,8,43,21,4,1,7.7,,,0,JAPAN,SANRIKU,37.1,141.7,0.57,17,,0.1,-0.5,,,,,,,,,,,,,1,1,,,,,,1,20,1,,
471,1938,11,5,10,50,15,4,1,7.6,,,0,JAPAN,SANRIKU,37.2,141.7,0.56,12,,0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
472,1938,11,6,8,53,53,4,1,7.5,,,0,JAPAN,OFFNanFUKUSHIMANanPREFECTURE,37.5,141.8,1.26,15,,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
473,1938,11,6,21,38,47,4,1,7.1,,,0,JAPAN,OFFNanFUKUSHIMANanPREFECTURE,37,141.7,1.25,11,,0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
474,1938,11,9,2,22,,-1,1,6.5,,,0,JAPAN,SANRIKU,37.6,141.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1938,11,10,20,18,41.2,4,1,8.2,,,0,USA,"SHUMAGINNanISLANDS,NanAK",55.48,-158.37,0.3,9,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
476,1938,11,13,22,31,,4,1,6,,,0,JAPAN,SANRIKU,37,141.5,0.75,7,,-0.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
477,1938,11,16,11,8,0,-1,1,6.9,,,0,JAPAN,SANRIKU,37.4,141.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1938,11,22,1,14,0,4,1,6.9,,,0,JAPAN,SANRIKU,36.7,142.1,0.3,4,,-1.7,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
479,1938,11,30,2,29,0,4,1,7,,,0,JAPAN,SANRIKU,37,142.2,0.2,9,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
480,1939,1,25,3,32,14,1,1,8.3,,,0,CHILE,CENTRALNanCHILE,-36.25,-72.25,,0,,,,,,,,,,,,,,,,30000,4,,,,,920,4,,4,,
481,1939,1,27,20,10,15,1,1,,,,0,ITALY,CALABRIANNanARC,38.5,14.7,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,
482,1939,1,30,2,18,30,2,1,7.7,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-7.08,155.386,,3,,0.9,1,,,,,,,,,,,,,5,1,,,,3,,2,,3,,
483,1939,3,20,3,22,,4,1,6.6,,,0,JAPAN,SEIKAIDO,32.3,132,0.8,4,,-0.3,0,,,,,,,,,,,,,1,1,,,,,,1,1,1,,
484,1939,4,18,6,22,45,1,1,7.4,,,0,CHILE,NORTHERNNanCHILE,-27,-70.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1939,4,30,2,55,29.1,3,1,7.9,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.295,159.234,10.5,8,,3.4,1.5,12,1,,,,,,1,,1,,,12,1,,,,,,2,,2,,
486,1939,5,1,5,58,,4,1,7,,,0,JAPAN,NW.NanHONSHUNanISLAND,40.1,139.5,1.2,25,,-1.7,0,,,,,,,,,,,,,27,1,,,52,2,,2,479,3,,
487,1939,5,6,17,0,7,1,1,6.5,,,0,PHILIPPINES,"TAYABASNanBAY,NanSULUNanSEA",13.5,121.25,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
488,1939,5,8,1,46,53,4,1,6.7,,,0,PORTUGAL,AZORES,37.198,-24.356,0.2,2,,,1,,,,,,,,,,,,,,,,,,,,2,,,,
489,1939,6,22,19,19,33,2,1,6.4,,,0,GHANA,GOLDNanCOAST,5.568,-0.625,,2,,,,,,,,,,,,,,,,22,1,,,130,3,,3,1500,4,,
490,1939,7,24,,,,2,6,,7224,,0,GRENADA,KICKNan'EMNanJENNYNanVOLCANO,12.3,-61.63,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1939,8,15,3,52,,2,1,5.6,,,0,CUBA,SANTANanCLARA,22.2,-79.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1939,12,21,21,0,40,3,1,8,,,0,INDONESIA,N.NanMOLUCCASNanISLANDS,0,123,,2,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,
493,1939,12,26,23,57,23.8,4,1,7.8,,,0,TURKEY,SOUTHNanBLACKNanSEA,39.907,39.586,0.53,11,,,4,,,,,,,,,,,,,32700,4,,,100000,4,20,3,120000,4,,
494,1940,1,15,13,19,24,2,1,5.1,,,0,ITALY,NORTHERNNanSICILY,38.067,13.467,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,
495,1940,5,24,16,33,57,2,1,8.2,,,0,PERU,CENTRALNanPERU,-10.5,-77,2,5,,1,1.5,,,,,,,,,,,,,179,3,,,3500,4,,3,,3,,
496,1940,8,1,15,8,24,4,1,7.5,,,1,JAPAN,W.NanHOKKAIDONanISLAND,44.2,139.5,5,62,,1.8,1.5,10,1,,,,,,1,20,1,,,10,1,,,,,,2,20,1,,
497,1940,8,31,7,,,4,8,,,,0,NORWAY,NORTHERNNanNORWAY,65.883,13.167,,0,,,2,,,,,,,,,,,,,,,,,,,,2,,,,
498,1940,10,4,7,54,42,1,1,7.3,,,0,CHILE,NORTHERNNanCHILE,-22,-71,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1940,10,11,18,41,13,1,1,7,,,0,CHILE,SOUTHERNNanCHILE,-41.5,-74.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1941,1,13,16,27,44.7,4,1,7.4,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-4.175,152.071,0.15,3,,-3.3,-2.5,,,,,,,,,,,,,4,1,,,,,,2,1,1,,3
501,1941,1,20,3,37,1.9,2,1,6,,,0,CYPRUS,LEVANTIANNanSEA,35.221,33.751,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,
502,1941,2,9,9,44,4,0,1,6.6,,,0,USA,NORTHERNNanCALIFORNIA,40.5,-125.25,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
503,1941,3,16,18,48,,2,1,,,,0,ITALY,CALABRIANNanARC,38.3,12.2,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,
504,1941,6,26,11,52,3.7,4,1,8,,,1,INDIA,"ANDAMANNanSEA,NanE.NanCOASTNanINDIA",11.94,92.626,1.5,2,,,,,,,,,,,,,,,,,1,,,,1,,4,,4,,
505,1941,7,7,,,,3,8,,,,0,SPAIN,"TENERIFE,NanCANARYNanISLANDS",28.48,-16.25,6,2,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,
506,1941,11,18,16,46,,4,1,7.4,,,0,JAPAN,SEIKAIDO,32,132.1,1.2,11,,0.3,0,2,1,,,,,,1,27,1,,,2,1,,,,,,1,27,1,,
507,1941,11,25,18,3,57.5,4,1,7.8,,,0,ATLANTICNanOCEAN,AZORESNanGIBRALTARNanFRACTURENanZONE,37.301,-18.966,0.23,14,,,2,,,,,,,,,,,,,,,,,,,,,,,,
508,1941,12,5,20,46,58,4,1,7.6,,,0,COSTANanRICA,COSTANanRICA-PANAMA,8.7,-83.2,0.21,5,,-3.3,-3,,,,,,,,,,,,,6,1,,,,3,,2,,3,,
509,1941,12,6,21,24,40,4,1,6.9,,,0,COSTANanRICA,COSTANanRICA-PANAMA,8.5,-84,0.12,1,,-3.3,-4,,,,,,,,,,,,,,,,,,,,1,,,,
510,1942,5,22,10,30,36,1,1,5.8,,,0,COLOMBIA,COLOMBIA,4.6,-74.5,1,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,
511,1942,5,,,,,3,0,,,,0,NEWNanCALEDONIA,NEWNanCALEDONIA,-20.6,165,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1942,8,24,22,50,27,4,3,8.2,,,0,PERU,S.NanPERU,-15,-76,2,3,,1,1,,,,,,1,,1,,1,,,30,1,,,25,1,,3,,3,,
513,1943,4,6,16,7,15,4,1,8.2,,,0,CHILE,CENTRALNanCHILE,-30.75,-72,1,12,,,,,,,,,,,1,,,,,11,1,,,,,,1,,1,,
514,1943,6,13,5,12,0,4,1,7.1,,,0,JAPAN,SE.NanHOKKAIDONanISLAND,41.2,143.3,0.6,1,,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
515,1944,4,9,2,30,,0,8,,,,0,USA,"COLUMBIANanRIVERNanVALLEY,NanWA",,,9.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1944,8,20,6,30,,4,7,,1476,,0,ITALY,STROMBOLINanISLAND,38.789,15.213,,2,,,4,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,
517,1944,9,14,,,,1,9,,,,0,USA,NEWNanJERSEYNanCOAST,38.933,-74.9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1944,10,6,2,34,47.6,3,1,6.7,,,0,TURKEY,"EDREMITNanGULF,NanAEGEANNanSEA",39.509,26.587,,1,,,2,,,,,,,,1,,,,,30,1,,,,,,4,5500,4,,
519,1944,12,7,4,35,,4,1,8.1,,,0,JAPAN,OFFNanSOUTHEASTNanCOASTNanKIINanPENINSULA,34,137.1,10,156,,2.9,2.5,1223,4,,,2135,4,,4,3059,4,,,1223,4,,,2135,4,,3,29205,4,46950,4
520,1944,,,,,,1,0,,,,0,USA,"CONEYNanISLAND,NanNY",40.3,-74,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1945,1,12,18,38,,4,1,7.1,,,0,JAPAN,TOKAIDO,34.7,137.2,1,7,,-0.7,-0.5,,,,,,,,,,,,,2306,4,,,896,3,,4,7221,4,,
522,1945,2,10,4,57,0,4,1,7.3,,,0,JAPAN,SANRIKU,40.9,142.1,0.4,1,,-1.3,-1.5,,,,,,,,,,,,,2,1,,,,,,,2,1,,
523,1945,11,27,21,56,50,4,3,8,,,2,PAKISTAN,MAKRANNanCOAST,24.5,63,17,58,,3.9,,300,3,,,,,25,4,,,,,300,3,,,,,25,4,,,,
524,1946,4,1,12,29,1.3,4,3,8.6,,,11,USA,"UNIMAKNanISLAND,NanAK",53.492,-162.832,42,621,,5.1,4,168,3,,,,,26.271,4,,3,,,168,3,,,,,26.271,4,,3,,
525,1946,6,23,17,13,19,4,3,7.3,,,1,CANADA,BRITISHNanCOLUMBIA,49.87,-124.92,9,5,,4.9,2,,,,,,,,1,,,,,,,,,,,,1,,,,
526,1946,8,2,19,18,48,2,1,7.9,,,0,CHILE,NORTHERNNanCHILE,-26.5,-70.5,,0,,,9,,,,,,,,,,,,,2,1,,,,,,3,,,,
527,1946,8,4,17,51,5,4,1,7.9,,,0,DOMINICANNanREPUBLIC,NORTHEASTERNNanCOAST,19.25,-69,5,8,,2.2,,1790,4,,,,,,3,,3,,,1790,4,,,,,,3,,3,,
528,1946,8,8,13,28,33.8,4,1,7.5,,,0,DOMINICANNanREPUBLIC,NORTHEASTERNNanCOAST,19.5,-69.5,0.6,13,,,,75,2,,,,,,,,,,,75,2,,,,,,,,,,
529,1946,9,30,0,59,40,2,1,7,,,0,PERU,S.NanPERU,-14,-76.25,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,3
530,1946,11,1,11,14,24,1,1,7,,,0,USA,"ANDREANOFNanISLANDS,NanAK",51.5,-174.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1946,11,13,6,,,3,6,,7044,,0,RUSSIA,N.NanKURILNanISLANDS,48.092,153.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1946,12,20,19,19,10,4,1,8.3,,,1,JAPAN,HONSHU:NanSNanCOAST,33.123,135.905,6.6,304,,2.7,2.5,1362,4,,,,,,4,1451,4,,,1362,4,,,,,,4,11661,4,,
533,1947,1,,,,,-1,9,,,,0,USA,HAWAII,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
534,1947,3,25,20,32,15,3,3,7.1,,,0,NEWNanZEALAND,OFFNanCOASTNanOFNanNORTHNanISLAND,-38.85,178.87,10,10,,3.3,3,,,,,,,,1,,1,,,,,,,,,,1,,1,,
535,1947,5,17,7,6,0,4,1,6.9,,,0,NEWNanZEALAND,OFFNanCOASTNanOFNanNORTHNanISLAND,-38.42,178.88,6,5,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
536,1947,10,6,19,55,37.5,3,3,7.3,,,0,GREECE,"PELOPONNESUS,NanGREECE",36.808,21.916,1,1,,,2,,,,,,,,,,,,,3,1,,,29,1,,4,7800,4,,
537,1947,11,4,0,9,10,4,1,7,,,0,JAPAN,W.NanHOKKAIDONanISLAND,43.8,141,2,4,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,
538,1948,1,24,17,46,43.7,3,1,7.8,,,0,PHILIPPINES,SULUNanSEA,10.714,122.235,,5,,1,1.5,2,1,,,,,,1,,,,,74,2,,,,,3.5,2,,3,,3
539,1948,2,9,12,58,18.4,4,1,7.3,,,0,GREECE,"DODECANESE,NanKARPATHOSNanIS.",35.64,27.158,7.3,11,,,4,,,,,,,,1,,,,1,,,,,,,,1,,,,1
540,1948,4,17,16,11,0,4,1,7.2,,,0,JAPAN,TOKAIDO,33.1,135.6,0.6,3,,-0.7,-1,,,,,,,,,,,,,,,,,,,,,,,,
541,1948,4,22,10,42,47.1,4,1,6.5,,,0,GREECE,IONIANNanSEA,38.532,20.427,1,1,,,4,,,,,,,,,,,,,7,1,,,100,2,,3,244,3,2022,4
542,1948,5,23,9,13,18,2,1,6,,,0,CHINA,SHANDONGNanPROVINCE,37.2,121.8,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1
543,1948,6,1,18,58,18,3,1,6.3,,,0,INDONESIA,OFFNanNORTHWESTNanCOAST,6,95,,1,,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,
544,1948,9,8,15,9,0,4,1,7.8,,,0,TONGA,TONGANanTRENCH,-21,-174,0.1,6,,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,
545,1948,12,3,0,22,48,2,1,6.9,,,0,MEXICO,MEXICO,22,-106,5,1,,1,1.5,,,,,,,,,,,,,4,1,,,21,1,,3,,,,
546,1948,12,26,7,12,21,3,1,7,,,0,CHILE,NORTHERNNanCHILE,-22.5,-69,,1,,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,
547,1949,1,27,11,0,0,4,1,5.9,,,0,RUSSIA,KAMCHATKA,54.6,163.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1949,2,9,13,28,39,1,1,,,,0,GREECE,WESTNanCOASTNanOFNanGREECE,38.2,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1949,4,13,19,56,,3,3,7,,,0,USA,"PUGETNanSOUND,NanWA",47.167,-122.617,,1,,,,,,,,,,,,,,,,8,1,,,,,25,4,,,,
550,1949,4,16,10,55,,4,8,,,,0,USA,"PUGETNanSOUND,NanWA",47.3,-122.533,2.4,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
551,1949,4,20,3,29,7,2,1,7.3,,,0,CHILE,CENTRALNanCHILE,-38,-73.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1949,5,9,13,36,18,2,1,6.7,,,0,INDONESIA,BANDANanACEH,5,95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1949,7,23,15,3,35.5,3,1,6.5,,,0,GREECE,"CHIOSNanISLAND,NanAEGEANNanISLANDS",38.718,26.482,2,4,,,2,,,,,,,,,,,,,7,1,,,435,3,,4,534,3,5501,4
554,1949,7,27,,,,0,8,,,,0,USA,"COLUMBIANanRIVERNanVALLEY,NanWA",,,19.81,1,,4.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
555,1949,8,22,4,1,0,4,3,8.1,,,0,CANADA,BRITISHNanCOLUMBIA,53.6,-133.3,0.61,9,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
556,1949,9,5,2,54,1,0,1,6.4,,,0,PHILIPPINES,NORTHERNNanLUZONNanISLAND,17,121.5,0.1,1,,,-4,,,,,,,,,,,,,,,,,,,,,,,,
557,1949,9,27,15,30,45,-1,1,6.7,,,0,USA,"GULFNanOFNanALASKA,NanAK",59.75,-149,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1949,10,19,21,0,19,4,1,7.5,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-5.5,154,0.3,5,,-1.7,-1,,,,,,,,,,,,,,,,,,,,,,,,
559,1949,12,17,6,53,30,1,1,7.8,,,0,CHILE,SOUTHERNNanCHILE,-54,-71,,0,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,
560,1949,12,17,15,7,55,2,1,7.8,,,0,CHILE,SOUTHERNNanCHILE,-54,-71,,2,,-0.5,,,,,,,,,,,,,,3,1,,,,,,1,,,,
561,1949,12,29,3,3,54,1,1,7.2,,,0,PHILIPPINES,E.NanLUZONNanISLAND,17,121.63,,2,,1,1.5,16,1,,,,,,,,,,,16,1,,,,,,2,,2,,
562,1950,1,30,0,56,32,1,1,7,,,0,CHILE,SOUTHERNNanCHILE,-53.5,-71.5,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,
563,1950,3,14,18,10,41,2,1,5.8,,,0,NEWNanZEALAND,N.NanNEWNanZEALAND,-37.8,177.2,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
564,1950,4,30,23,49,24,0,1,,,,0,PANAMA,OFFNanCOAST,6.5,-83,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1950,8,3,22,18,22,2,1,6.4,,,0,VENEZUELA,ELNanTOCUYO,9.71,-69.819,,1,,,,,,,,,,,,,,,,100,2,,,,,,1,,1,,1
566,1950,8,15,14,9,30,0,1,8.6,,,0,INDIA,INDIA-CHINA,28.5,96.5,0.5,41,,,,,,,,,,,,,,,,1530,4,,,,,20,3,,,,
567,1950,10,5,16,9,31,4,1,7.7,,,0,COSTANanRICA,COSTANanRICA-NICARAGUA,11,-85,2,11,,-3.3,-2,,,,,,,,1,,,,,,,,,,3,,1,,,,
568,1950,10,8,3,23,9,3,1,7.6,,,0,INDONESIA,BANDANanSEA,-3.8,128.3,,2,,1.5,2,1,1,,,,,,3,,3,,3,1,1,,,,,,3,,3,,3
569,1950,10,8,,,,1,8,,,,0,NORWAY,MID-NORWAY,63.433,10.383,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1950,10,23,16,13,20,4,1,7.5,,,0,GUATEMALA,GUATEMALA,14.31,-91.917,0.2,5,,-1.3,-1,,,,,,,,,,,,,,,,,,,,3,,3,,
571,1950,11,8,2,18,12,3,1,7.3,,,0,SOLOMONNanISLANDS,SOLOMONNanSEA,-10,159.5,1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1950,12,2,19,51,49,3,1,7.8,,,0,VANUATU,VANUATUNanISLANDS,-18.25,167.5,2.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1950,12,10,2,50,42,2,1,7,,,0,PERU,S.NanPERU,-14.25,-77.75,0.7,1,,-0.5,0,,,,,,,,,,,,,4,1,,,12,1,,2,,2,,
574,1950,12,14,14,15,49,4,1,7.5,,,0,MEXICO,S.NanMEXICO,16.48,-98.22,0.3,2,,-1.5,,,,,,,,,,,,,,,,,,,,,3,,,,
575,1951,2,22,1,45,48.9,2,1,6.1,,,0,PAPUANanNEWNanGUINEA,BISMARCKNanSEA,-3.252,142.238,6,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
576,1951,2,23,16,45,,0,8,,,,0,USA,"COLUMBIANanRIVERNanVALLEY,NanWA",,,3,1,,1.6,,,,,,,,,,,,,,,,,,,,0.003,1,,,,
577,1951,8,3,0,23,58,1,3,6,4824,,0,NICARAGUA,COSIGUINANanVOLCANO,13,-87.5,,1,,,,,,,,,,,1,,1,,1,,,,,,,,3,,2,,
578,1951,8,21,10,57,0,4,1,6.9,,,0,USA,HAWAII,19.5,-156,3.6,7,,1.8,0.5,,,,,,,,1,,,,,,,,,,,,1,,,,
579,1951,10,22,5,43,1,4,1,7.3,,,0,TAIWAN,TAIWAN,23.8,121.7,0.3,2,,,,,,,,,,,,,,,,68,2,,,586,3,,3,2382,4,,
580,1951,12,21,8,37,29,0,1,6.3,,,0,CHINA,CHINA:NanGANSUNanANDNanSHANXINanPROVINCES,26.7,100,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1951,12,22,,,,3,6,,2208,,0,SOLOMONNanISLANDS,KAVACHI,-9.02,157.95,,0,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
582,1952,1,9,8,,,4,8,,,,0,NORWAY,MID-NORWAY,64.883,12.417,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,
583,1952,3,4,1,22,41,4,1,8.1,,,0,JAPAN,SE.NanHOKKAIDONanISLAND,42.15,143.85,6.54,219,,2.7,2,33,1,,,,3,,3,,3,,,33,1,,,572,3,,3,2422,4,,
584,1952,3,9,17,4,0,4,1,7,,,0,JAPAN,SE.NanHOKKAIDONanISLAND,41.7,143.6,0.3,4,,-1.7,-2,,,,,,,,,,,,,,,,,17,1,,2,113,3,,
